product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
Lakme Blush & Glow Face Wash #409,Gel,VLCC,"Nourishing, Brightening, Soothing",Combination,Rs 367,"This cream helps with Nourishing, Soothing and suits Dry skin.",19,1,1,1,0,1
Nykaa Blush & Glow Face Wash #410,Gel,Nykaa,"Glow, Anti-Aging, Deep Clean",Normal,Rs 992,"This cream helps with Brightening, Nourishing and suits Sensitive skin.",12,1,1,0,1,0
VLCC Skin Brightening Face Wash #411,Gel,Forest Essentials,"Pore-Care, Acne-Free, Refreshing",Combination,Rs 697,"This mask helps with Deep Clean, Glow and suits Oily skin.",23,1,1,1,0,1
Lakme Advanced Fairness Face Wash #412,Cream,Lotus Herbals,"Refreshing, Anti-Aging, Nourishing",Combination,Rs 183,"This gel helps with Refreshing, Glow and suits Dry skin.",13,1,1,0,1,0
Mamaearth Radiance Cream #413,Mask,Forest Essentials,"Anti-Aging, Deep Clean, Pore-Care",Sensitive,Rs 102,"This gel helps with Acne-Free, Brightening and suits Combination skin.",19,0,0,0,0,0
Mamaearth Aloe Vera Gel #414,Gel,Lotus Herbals,"Refreshing, Brightening, Acne-Free",Sensitive,Rs 350,"This cleanser helps with Deep Clean, Hydrating and suits Oily skin.",22,1,0,1,0,0
Mamaearth Vitamin C Face Wash #415,Cleanser,Khadi Natural,"Refreshing, Deep Clean, Acne-Free",Combination,Rs 163,"This cleanser helps with Hydrating, Brightening and suits Sensitive skin.",24,1,1,0,0,0
Mamaearth Radiance Cream #416,Gel,Lotus Herbals,"Refreshing, Hydrating, Soothing",Oily,Rs 898,"This cleanser helps with Nourishing, Glow and suits Combination skin.",14,0,1,1,0,1
Himalaya Skin Brightening Face Wash #417,Cream,Patanjali,"Hydrating, Acne-Free, Glow",Dry,Rs 288,"This gel helps with Anti-Aging, Nourishing and suits Dry skin.",17,1,0,0,0,0
Mamaearth Radiance Cream #418,Gel,Lakme,"Acne-Free, Anti-Aging, Hydrating",Normal,Rs 110,"This face wash helps with Deep Clean, Refreshing and suits Normal skin.",14,1,1,1,1,1
Himalaya Skin Brightening Face Wash #419,Gel,Forest Essentials,"Soothing, Pore-Care, Brightening",Dry,Rs 990,"This cleanser helps with Acne-Free, Anti-Aging and suits Normal skin.",24,0,0,0,1,1
Himalaya Neem Face Wash #420,Face Wash,Patanjali,"Acne-Free, Brightening, Soothing",Dry,Rs 736,"This face wash helps with Glow, Brightening and suits Oily skin.",21,0,1,1,0,0
Forest Essentials Aloe Vera Gel #421,Face Wash,Khadi Natural,"Glow, Soothing, Pore-Care",Sensitive,Rs 993,"This cleanser helps with Brightening, Deep Clean and suits Normal skin.",16,0,0,0,1,0
VLCC Aloe Vera Gel #422,Gel,Forest Essentials,"Acne-Free, Pore-Care, Deep Clean",Dry,Rs 637,"This face wash helps with Brightening, Hydrating and suits Combination skin.",22,1,1,1,1,1
Forest Essentials Vitamin C Face Wash #423,Gel,Lotus Herbals,"Hydrating, Glow, Anti-Aging",Combination,Rs 500,"This mask helps with Deep Clean, Hydrating and suits Normal skin.",22,1,1,1,0,0
Patanjali Neem Face Wash #424,Cleanser,Patanjali,"Refreshing, Hydrating, Nourishing",Dry,Rs 538,"This mask helps with Soothing, Refreshing and suits Sensitive skin.",10,0,0,0,0,0
VLCC Potion Face Wash #425,Gel,Khadi Natural,"Acne-Free, Refreshing, Soothing",Dry,Rs 366,"This cleanser helps with Soothing, Deep Clean and suits Normal skin.",12,1,0,1,1,0
Nykaa Advanced Fairness Face Wash #426,Mask,Mamaearth,"Hydrating, Anti-Aging, Refreshing",Oily,Rs 647,"This face wash helps with Nourishing, Anti-Aging and suits Combination skin.",19,1,1,0,1,1
Nykaa Neem Face Wash #427,Cream,Nykaa,"Soothing, Deep Clean, Nourishing",Normal,Rs 771,"This cream helps with Hydrating, Deep Clean and suits Combination skin.",16,0,1,1,0,0
Lotus Herbals Neem Face Wash #428,Face Wash,Patanjali,"Acne-Free, Glow, Brightening",Dry,Rs 850,"This face wash helps with Acne-Free, Nourishing and suits Combination skin.",10,0,1,0,0,1
VLCC Blush & Glow Face Wash #429,Cleanser,Himalaya,"Hydrating, Acne-Free, Glow",Normal,Rs 884,"This face wash helps with Refreshing, Acne-Free and suits Normal skin.",15,1,1,0,0,0
Lakme Potion Face Wash #430,Mask,Himalaya,"Brightening, Deep Clean, Pore-Care",Sensitive,Rs 146,"This cream helps with Soothing, Deep Clean and suits Normal skin.",21,0,1,1,1,1
VLCC Herbal Face Wash #431,Gel,Nykaa,"Soothing, Anti-Aging, Brightening",Sensitive,Rs 523,"This mask helps with Hydrating, Pore-Care and suits Sensitive skin.",21,1,0,0,0,0
Nykaa Potion Face Wash #432,Cream,Khadi Natural,"Nourishing, Acne-Free, Pore-Care",Oily,Rs 680,"This gel helps with Glow, Soothing and suits Oily skin.",11,1,1,0,1,0
Nykaa Vitamin C Face Wash #433,Cleanser,Patanjali,"Nourishing, Hydrating, Refreshing",Normal,Rs 459,"This cleanser helps with Soothing, Brightening and suits Normal skin.",23,1,0,0,0,1
Nykaa Skin Whitening Gel Cream #434,Mask,Lakme,"Refreshing, Nourishing, Pore-Care",Oily,Rs 317,"This face wash helps with Acne-Free, Soothing and suits Normal skin.",15,1,0,0,0,1
Lakme Vitamin C Face Wash #435,Face Wash,Biotique,"Brightening, Nourishing, Pore-Care",Sensitive,Rs 589,"This face wash helps with Anti-Aging, Refreshing and suits Normal skin.",11,0,1,1,1,1
VLCC Aloe Vera Gel #436,Cleanser,Forest Essentials,"Brightening, Acne-Free, Hydrating",Sensitive,Rs 760,"This gel helps with Pore-Care, Nourishing and suits Combination skin.",15,1,0,1,1,0
Mamaearth Skin Brightening Face Wash #437,Cream,VLCC,"Anti-Aging, Soothing, Nourishing",Sensitive,Rs 674,"This cream helps with Pore-Care, Soothing and suits Oily skin.",16,1,0,1,1,1
Himalaya Neem Face Wash #438,Cream,Forest Essentials,"Deep Clean, Brightening, Anti-Aging",Dry,Rs 563,"This face wash helps with Deep Clean, Brightening and suits Sensitive skin.",20,1,1,0,0,0
Lakme Skin Brightening Face Wash #439,Mask,Lotus Herbals,"Acne-Free, Brightening, Soothing",Sensitive,Rs 202,"This mask helps with Soothing, Nourishing and suits Dry skin.",22,0,0,1,0,0
Khadi Natural Aloe Vera Gel #440,Mask,Himalaya,"Glow, Hydrating, Deep Clean",Dry,Rs 507,"This mask helps with Anti-Aging, Refreshing and suits Combination skin.",18,0,1,0,1,1
Lakme Neem Face Wash #441,Cleanser,Lakme,"Pore-Care, Refreshing, Deep Clean",Dry,Rs 468,"This gel helps with Pore-Care, Brightening and suits Oily skin.",12,1,0,0,0,1
Forest Essentials Skin Whitening Gel Cream #442,Cleanser,Mamaearth,"Brightening, Nourishing, Refreshing",Combination,Rs 908,"This cleanser helps with Nourishing, Hydrating and suits Oily skin.",13,0,0,0,1,1
Lakme Skin Brightening Face Wash #443,Cleanser,Forest Essentials,"Pore-Care, Anti-Aging, Hydrating",Oily,Rs 522,"This mask helps with Glow, Acne-Free and suits Sensitive skin.",23,1,1,1,0,0
Lotus Herbals Skin Whitening Gel Cream #444,Gel,Lakme,"Hydrating, Deep Clean, Soothing",Oily,Rs 371,"This cream helps with Hydrating, Pore-Care and suits Sensitive skin.",15,1,0,1,0,1
Mamaearth Aloe Vera Gel #445,Face Wash,Nykaa,"Anti-Aging, Glow, Brightening",Dry,Rs 139,"This cream helps with Deep Clean, Anti-Aging and suits Dry skin.",14,1,0,1,0,1
Forest Essentials Potion Face Wash #446,Face Wash,Mamaearth,"Pore-Care, Hydrating, Soothing",Oily,Rs 359,"This mask helps with Brightening, Pore-Care and suits Combination skin.",19,0,0,0,0,0
Patanjali Vitamin C Face Wash #447,Cream,Nykaa,"Deep Clean, Hydrating, Soothing",Dry,Rs 652,"This gel helps with Brightening, Acne-Free and suits Dry skin.",17,0,0,1,0,0
Forest Essentials Blush & Glow Face Wash #448,Face Wash,Lotus Herbals,"Acne-Free, Nourishing, Anti-Aging",Combination,Rs 646,"This face wash helps with Brightening, Soothing and suits Normal skin.",21,1,0,1,0,1
Lotus Herbals Aloe Vera Gel #449,Cream,Biotique,"Glow, Deep Clean, Soothing",Oily,Rs 421,"This mask helps with Nourishing, Pore-Care and suits Sensitive skin.",18,1,1,0,1,1
Lotus Herbals Potion Face Wash #450,Gel,Patanjali,"Anti-Aging, Hydrating, Pore-Care",Dry,Rs 936,"This mask helps with Brightening, Refreshing and suits Sensitive skin.",13,1,0,1,0,0
Mamaearth Blush & Glow Face Wash #451,Mask,VLCC,"Soothing, Pore-Care, Deep Clean",Oily,Rs 327,"This face wash helps with Brightening, Acne-Free and suits Dry skin.",21,1,1,1,1,1
Biotique Advanced Fairness Face Wash #452,Face Wash,Patanjali,"Brightening, Acne-Free, Refreshing",Oily,Rs 897,"This cleanser helps with Refreshing, Deep Clean and suits Oily skin.",16,0,1,0,0,0
Forest Essentials Advanced Fairness Face Wash #453,Cream,VLCC,"Brightening, Anti-Aging, Soothing",Combination,Rs 666,"This face wash helps with Refreshing, Deep Clean and suits Sensitive skin.",15,0,0,1,0,1
Patanjali Herbal Face Wash #454,Cream,Forest Essentials,"Acne-Free, Glow, Pore-Care",Sensitive,Rs 810,"This cleanser helps with Soothing, Pore-Care and suits Dry skin.",10,1,1,0,0,0
Mamaearth Aloe Vera Gel #455,Gel,Himalaya,"Nourishing, Deep Clean, Acne-Free",Sensitive,Rs 157,"This face wash helps with Refreshing, Pore-Care and suits Oily skin.",20,1,1,0,1,1
Khadi Natural Aloe Vera Gel #456,Face Wash,Lakme,"Anti-Aging, Hydrating, Soothing",Sensitive,Rs 204,"This cream helps with Acne-Free, Soothing and suits Sensitive skin.",18,1,0,0,0,0
Himalaya Vitamin C Face Wash #457,Cream,Himalaya,"Soothing, Anti-Aging, Deep Clean",Sensitive,Rs 310,"This cream helps with Refreshing, Deep Clean and suits Combination skin.",15,0,1,1,0,0
Biotique Skin Whitening Gel Cream #458,Cream,Lakme,"Deep Clean, Refreshing, Hydrating",Combination,Rs 751,"This face wash helps with Glow, Deep Clean and suits Dry skin.",14,1,0,1,0,0
Forest Essentials Blush & Glow Face Wash #459,Mask,Lotus Herbals,"Nourishing, Glow, Deep Clean",Dry,Rs 556,"This cleanser helps with Deep Clean, Pore-Care and suits Normal skin.",18,1,1,1,1,0
Nykaa Skin Brightening Face Wash #460,Gel,Lotus Herbals,"Acne-Free, Soothing, Refreshing",Dry,Rs 310,"This gel helps with Nourishing, Pore-Care and suits Oily skin.",24,1,1,1,1,1
VLCC Aloe Vera Gel #461,Face Wash,Lakme,"Nourishing, Soothing, Deep Clean",Sensitive,Rs 737,"This cleanser helps with Nourishing, Soothing and suits Combination skin.",12,0,0,0,1,0
Lotus Herbals Neem Face Wash #462,Mask,Biotique,"Anti-Aging, Nourishing, Deep Clean",Combination,Rs 914,"This gel helps with Glow, Refreshing and suits Normal skin.",20,0,1,0,0,0
Lotus Herbals Advanced Fairness Face Wash #463,Cleanser,Himalaya,"Anti-Aging, Deep Clean, Acne-Free",Sensitive,Rs 618,"This cleanser helps with Glow, Deep Clean and suits Dry skin.",18,1,1,1,1,0
Patanjali Advanced Fairness Face Wash #464,Gel,Forest Essentials,"Hydrating, Acne-Free, Deep Clean",Oily,Rs 828,"This face wash helps with Acne-Free, Soothing and suits Sensitive skin.",19,1,1,0,0,1
Himalaya Vitamin C Face Wash #465,Cream,Lakme,"Hydrating, Pore-Care, Deep Clean",Sensitive,Rs 949,"This gel helps with Refreshing, Hydrating and suits Normal skin.",24,1,0,0,0,0
Himalaya Neem Face Wash #466,Cream,Biotique,"Deep Clean, Refreshing, Soothing",Dry,Rs 648,"This cream helps with Brightening, Nourishing and suits Normal skin.",18,0,1,1,1,0
Biotique Radiance Cream #467,Face Wash,Biotique,"Deep Clean, Nourishing, Refreshing",Sensitive,Rs 571,"This face wash helps with Acne-Free, Nourishing and suits Oily skin.",24,0,1,0,1,1
Lakme Vitamin C Face Wash #468,Face Wash,Khadi Natural,"Pore-Care, Hydrating, Refreshing",Combination,Rs 888,"This mask helps with Soothing, Pore-Care and suits Sensitive skin.",11,0,0,1,0,0
Himalaya Potion Face Wash #469,Mask,Himalaya,"Acne-Free, Nourishing, Pore-Care",Sensitive,Rs 736,"This gel helps with Brightening, Hydrating and suits Oily skin.",19,0,0,1,0,1
Lotus Herbals Skin Whitening Gel Cream #470,Mask,VLCC,"Nourishing, Brightening, Pore-Care",Combination,Rs 809,"This cleanser helps with Brightening, Hydrating and suits Combination skin.",17,1,1,0,0,0
Mamaearth Skin Whitening Gel Cream #471,Face Wash,Biotique,"Refreshing, Anti-Aging, Nourishing",Combination,Rs 971,"This cream helps with Nourishing, Brightening and suits Combination skin.",16,1,1,0,0,1
Khadi Natural Blush & Glow Face Wash #472,Cream,Biotique,"Hydrating, Anti-Aging, Acne-Free",Sensitive,Rs 841,"This mask helps with Hydrating, Soothing and suits Combination skin.",22,0,0,0,0,0
Lotus Herbals Neem Face Wash #473,Mask,Biotique,"Anti-Aging, Brightening, Hydrating",Sensitive,Rs 948,"This cream helps with Hydrating, Nourishing and suits Dry skin.",22,1,0,1,0,1
Mamaearth Skin Brightening Face Wash #474,Mask,Biotique,"Pore-Care, Glow, Soothing",Normal,Rs 269,"This cleanser helps with Anti-Aging, Hydrating and suits Sensitive skin.",16,0,1,1,0,1
Himalaya Neem Face Wash #475,Face Wash,Forest Essentials,"Brightening, Pore-Care, Hydrating",Combination,Rs 194,"This cream helps with Acne-Free, Deep Clean and suits Normal skin.",23,1,1,0,1,1
Patanjali Vitamin C Face Wash #476,Cleanser,Lotus Herbals,"Acne-Free, Refreshing, Deep Clean",Normal,Rs 898,"This face wash helps with Soothing, Nourishing and suits Normal skin.",15,1,0,1,1,1
VLCC Vitamin C Face Wash #477,Gel,Biotique,"Pore-Care, Deep Clean, Brightening",Normal,Rs 862,"This cleanser helps with Refreshing, Hydrating and suits Sensitive skin.",23,0,0,0,0,1
Nykaa Aloe Vera Gel #478,Face Wash,Lotus Herbals,"Pore-Care, Nourishing, Soothing",Oily,Rs 947,"This cleanser helps with Glow, Anti-Aging and suits Combination skin.",10,0,0,0,0,0
Nykaa Blush & Glow Face Wash #479,Mask,Lotus Herbals,"Acne-Free, Deep Clean, Anti-Aging",Dry,Rs 542,"This gel helps with Brightening, Soothing and suits Combination skin.",10,1,1,0,1,0
VLCC Radiance Cream #480,Cleanser,Lotus Herbals,"Pore-Care, Brightening, Deep Clean",Combination,Rs 692,"This cream helps with Glow, Nourishing and suits Dry skin.",17,0,0,0,1,1
Himalaya Skin Brightening Face Wash #481,Gel,Lakme,"Nourishing, Hydrating, Deep Clean",Normal,Rs 933,"This face wash helps with Acne-Free, Anti-Aging and suits Normal skin.",19,0,0,1,0,0
Lakme Skin Brightening Face Wash #482,Cleanser,Khadi Natural,"Anti-Aging, Brightening, Deep Clean",Oily,Rs 838,"This mask helps with Acne-Free, Brightening and suits Dry skin.",22,0,0,0,1,0
Patanjali Aloe Vera Gel #483,Mask,Mamaearth,"Glow, Pore-Care, Refreshing",Oily,Rs 170,"This mask helps with Deep Clean, Hydrating and suits Combination skin.",19,1,0,0,0,1
Mamaearth Aloe Vera Gel #484,Cream,Biotique,"Nourishing, Hydrating, Anti-Aging",Oily,Rs 167,"This cleanser helps with Brightening, Hydrating and suits Oily skin.",21,0,0,1,1,1
Forest Essentials Herbal Face Wash #485,Cleanser,Forest Essentials,"Glow, Anti-Aging, Refreshing",Combination,Rs 632,"This gel helps with Anti-Aging, Soothing and suits Oily skin.",21,0,1,1,0,1
Lakme Skin Whitening Gel Cream #486,Face Wash,Himalaya,"Acne-Free, Nourishing, Brightening",Oily,Rs 652,"This mask helps with Nourishing, Refreshing and suits Oily skin.",20,0,0,0,1,1
Patanjali Skin Whitening Gel Cream #487,Face Wash,Nykaa,"Refreshing, Brightening, Soothing",Normal,Rs 436,"This gel helps with Deep Clean, Anti-Aging and suits Normal skin.",18,1,0,0,1,1
Himalaya Potion Face Wash #488,Cream,Forest Essentials,"Hydrating, Nourishing, Deep Clean",Normal,Rs 316,"This face wash helps with Deep Clean, Soothing and suits Dry skin.",10,0,1,0,1,0
Forest Essentials Radiance Cream #489,Gel,Patanjali,"Anti-Aging, Soothing, Hydrating",Combination,Rs 950,"This cream helps with Refreshing, Nourishing and suits Sensitive skin.",15,0,1,1,1,1
Khadi Natural Advanced Fairness Face Wash #490,Cream,Forest Essentials,"Hydrating, Anti-Aging, Brightening",Oily,Rs 747,"This cleanser helps with Soothing, Brightening and suits Combination skin.",18,0,1,0,1,1
Khadi Natural Advanced Fairness Face Wash #491,Face Wash,Forest Essentials,"Acne-Free, Glow, Pore-Care",Dry,Rs 412,"This cream helps with Brightening, Acne-Free and suits Sensitive skin.",17,1,1,0,1,0
Forest Essentials Blush & Glow Face Wash #492,Cleanser,Nykaa,"Pore-Care, Glow, Deep Clean",Dry,Rs 195,"This cleanser helps with Hydrating, Nourishing and suits Dry skin.",24,0,1,1,0,0
Nykaa Skin Whitening Gel Cream #493,Mask,Biotique,"Brightening, Anti-Aging, Acne-Free",Combination,Rs 423,"This gel helps with Anti-Aging, Brightening and suits Dry skin.",24,1,0,0,1,1
Khadi Natural Potion Face Wash #494,Cream,Himalaya,"Soothing, Brightening, Acne-Free",Sensitive,Rs 807,"This cream helps with Glow, Nourishing and suits Combination skin.",12,0,0,1,1,0
VLCC Potion Face Wash #495,Cleanser,VLCC,"Brightening, Nourishing, Acne-Free",Sensitive,Rs 465,"This cream helps with Brightening, Deep Clean and suits Dry skin.",21,1,0,1,0,0
Lotus Herbals Potion Face Wash #496,Mask,Nykaa,"Pore-Care, Deep Clean, Anti-Aging",Dry,Rs 411,"This face wash helps with Pore-Care, Deep Clean and suits Oily skin.",19,1,1,0,0,1
Nykaa Potion Face Wash #497,Cream,Lotus Herbals,"Anti-Aging, Brightening, Deep Clean",Oily,Rs 801,"This gel helps with Deep Clean, Anti-Aging and suits Dry skin.",15,1,1,1,1,1
VLCC Aloe Vera Gel #498,Cream,VLCC,"Deep Clean, Pore-Care, Glow",Sensitive,Rs 238,"This mask helps with Deep Clean, Acne-Free and suits Oily skin.",22,1,1,1,0,1
Mamaearth Advanced Fairness Face Wash #499,Mask,Patanjali,"Deep Clean, Brightening, Acne-Free",Combination,Rs 865,"This gel helps with Brightening, Hydrating and suits Combination skin.",18,1,1,0,1,1
Mamaearth Blush & Glow Face Wash #500,Cream,Patanjali,"Hydrating, Pore-Care, Nourishing",Sensitive,Rs 111,"This mask helps with Refreshing, Deep Clean and suits Dry skin.",11,1,1,1,1,1
Khadi Natural Skin Brightening Face Wash #501,Gel,Biotique,"Acne-Free, Brightening, Pore-Care",Dry,Rs 862,"This gel helps with Brightening, Anti-Aging and suits Normal skin.",11,0,0,0,1,0
Khadi Natural Potion Face Wash #502,Mask,VLCC,"Glow, Nourishing, Acne-Free",Dry,Rs 384,"This cleanser helps with Glow, Pore-Care and suits Combination skin.",11,1,1,0,1,1
Lakme Skin Brightening Face Wash #503,Face Wash,Forest Essentials,"Deep Clean, Glow, Nourishing",Sensitive,Rs 632,"This mask helps with Anti-Aging, Refreshing and suits Normal skin.",24,0,1,1,1,0
Khadi Natural Skin Whitening Gel Cream #504,Cleanser,Himalaya,"Nourishing, Anti-Aging, Hydrating",Sensitive,Rs 644,"This mask helps with Acne-Free, Anti-Aging and suits Normal skin.",15,0,0,0,0,0
Patanjali Neem Face Wash #505,Mask,Mamaearth,"Brightening, Glow, Soothing",Oily,Rs 583,"This gel helps with Brightening, Anti-Aging and suits Sensitive skin.",18,1,0,1,1,1
Khadi Natural Herbal Face Wash #506,Mask,Khadi Natural,"Pore-Care, Acne-Free, Refreshing",Normal,Rs 870,"This gel helps with Refreshing, Nourishing and suits Normal skin.",10,1,1,0,0,1
Mamaearth Blush & Glow Face Wash #507,Face Wash,Lotus Herbals,"Nourishing, Pore-Care, Anti-Aging",Dry,Rs 500,"This face wash helps with Nourishing, Deep Clean and suits Oily skin.",13,1,0,0,1,1
Lakme Aloe Vera Gel #508,Cleanser,Lakme,"Deep Clean, Hydrating, Acne-Free",Combination,Rs 648,"This face wash helps with Glow, Soothing and suits Oily skin.",20,1,0,1,0,0
Himalaya Radiance Cream #509,Cream,Patanjali,"Glow, Refreshing, Anti-Aging",Oily,Rs 770,"This face wash helps with Deep Clean, Hydrating and suits Combination skin.",11,1,1,0,1,0
Biotique Advanced Fairness Face Wash #510,Gel,Lotus Herbals,"Deep Clean, Refreshing, Pore-Care",Normal,Rs 387,"This cream helps with Anti-Aging, Hydrating and suits Dry skin.",16,1,0,1,0,1
Nykaa Neem Face Wash #511,Cream,Lotus Herbals,"Pore-Care, Brightening, Deep Clean",Sensitive,Rs 610,"This cream helps with Hydrating, Glow and suits Sensitive skin.",22,0,1,1,1,0
Lotus Herbals Skin Brightening Face Wash #512,Gel,Mamaearth,"Nourishing, Glow, Hydrating",Oily,Rs 797,"This cleanser helps with Acne-Free, Nourishing and suits Normal skin.",17,0,1,0,1,0
Forest Essentials Skin Brightening Face Wash #513,Face Wash,VLCC,"Acne-Free, Hydrating, Pore-Care",Sensitive,Rs 507,"This gel helps with Soothing, Nourishing and suits Combination skin.",19,1,1,1,1,1
Lakme Herbal Face Wash #514,Gel,Biotique,"Pore-Care, Soothing, Hydrating",Combination,Rs 164,"This cream helps with Anti-Aging, Glow and suits Dry skin.",15,0,1,0,1,0
Mamaearth Radiance Cream #515,Cleanser,Patanjali,"Deep Clean, Hydrating, Anti-Aging",Oily,Rs 493,"This cleanser helps with Pore-Care, Refreshing and suits Normal skin.",24,0,1,1,0,0
Biotique Vitamin C Face Wash #516,Mask,Forest Essentials,"Hydrating, Anti-Aging, Deep Clean",Combination,Rs 167,"This gel helps with Glow, Brightening and suits Oily skin.",23,1,1,1,0,1
